Source File Name:	small_signal_Bridge_new
Signal:	FFT - Vib & Ref1 H1 Velocity / Voltage - Mag. & Phase

Frequency	Magnitude	Phase
56437.5	0.3572463	71.91919
56500	0.3559922	71.83085
56562.5	0.3632379	71.09193
56625	0.3674581	71.49786
56687.5	0.3716315	71.64002
56750	0.3719307	71.81845
56812.5	0.3812924	71.58807
56875	0.3761069	72.14541
56937.5	0.3861161	71.55488
57000	0.3897318	71.46541
57062.5	0.3965054	72.22377
57125	0.3992443	71.62516
57187.5	0.4059848	71.75136
57250	0.4099445	71.74262
57312.5	0.4158088	71.49241
57375	0.4177214	71.60517
57437.5	0.4230709	71.19433
57500	0.4270892	70.56694
57562.5	0.4334655	70.96211
57625	0.4387776	71.21318
57687.5	0.4367621	70.92105
57750	0.449872	70.79647
57812.5	0.449438	71.44919
57875	0.4564338	71.65333
57937.5	0.4602107	70.75436
58000	0.464432	71.80547
58062.5	0.4777104	72.55695
58125	0.4766152	72.80005
58187.5	0.4973587	73.64224
58250	0.5094727	73.90715
58312.5	0.5235513	72.62756
58375	0.5365098	72.26731
58437.5	0.5521871	71.71314
58500	0.5622299	70.70321
58562.5	0.5700004	71.24702
58625	0.5742644	70.3284
58687.5	0.6038957	71.13807
58750	0.6114987	70.21311
58812.5	0.62419	70.24366
58875	0.6415607	70.75545
58937.5	0.6463155	69.36712
59000	0.6644857	69.10877
59062.5	0.6789588	69.54742
59125	0.6987668	69.30276
59187.5	0.709759	69.54646
59250	0.7344235	69.42123
59312.5	0.7492468	69.1494
59375	0.7670687	68.21682
59437.5	0.7797701	68.98137
59500	0.8111978	68.74207
59562.5	0.8232362	69.12151
59625	0.842279	68.2387
59687.5	0.8790218	68.9399
59750	0.895655	68.10912
59812.5	0.9211421	69.70168
59875	0.9551587	69.58202
59937.5	0.9674923	70.31443
60000	1.00107	70.95959
60062.5	1.042573	73.04872
60125	1.089841	75.04836
60187.5	1.154349	78.82182
60250	1.27682	83.7486
60312.5	1.468341	86.33765
60375	1.783256	86.24458
60437.5	2.176244	82.04939
60500	2.487792	76.5859
60562.5	2.811614	70.54967
60625	3.048161	64.78573
60687.5	3.352125	59.71637
60750	3.65645	55.07623
60812.5	4.054399	50.40607
60875	4.584145	45.08463
60937.5	5.263323	38.23778
61000	6.078653	29.95573
61062.5	6.932606	17.8628
61125	7.901621	3.625707
61187.5	8.266304	-14.39785
61250	7.882675	-32.6762
61312.5	6.826643	-47.4312
61375	5.853168	-59.38289
61437.5	5.029885	-68.09906
61500	4.299784	-74.21508
61562.5	3.729716	-78.35344
61625	3.270281	-81.69148
61687.5	2.858516	-84.44244
61750	2.577949	-87.01904
61812.5	2.326901	-89.13258
61875	2.146435	-90.27256
61937.5	1.957907	-91.68307
62000	1.80196	-92.81306
62062.5	1.676254	-93.81642
62125	1.575015	-94.22594
62187.5	1.453738	-95.07332
62250	1.395069	-95.77518
62312.5	1.297863	-95.83246
62375	1.213535	-96.80666
62437.5	1.165967	-97.82567
62500	1.109403	-98.697
62562.5	1.059704	-99.13806
62625	1.016049	-98.85682
62687.5	0.9677271	-99.85071
62750	0.9175546	-100.2598
62812.5	0.8796034	-100.6555
62875	0.8473526	-100.6223
62937.5	0.8263333	-100.8889
63000	0.7813208	-101.2286
63062.5	0.7644563	-101.232
63125	0.7302613	-101.9424
63187.5	0.7097508	-102.1593
63250	0.6814892	-102.1227
63312.5	0.6691239	-101.4545
63375	0.6499433	-101.9667
63437.5	0.619573	-102.8382
63500	0.5975724	-103.1394
63562.5	0.582551	-103.2864
63625	0.5765729	-102.9351
63687.5	0.5542948	-103.1035
63750	0.5402519	-102.4835
63812.5	0.5193061	-103.0523
63875	0.5051376	-103.1213
63937.5	0.4957028	-102.5135
64000	0.4761204	-102.2373
64062.5	0.4663798	-101.3025
64125	0.4493435	-100.0647
64187.5	0.450605	-99.49393
64250	0.4628316	-100.3898
64312.5	0.4594158	-99.7785
64375	0.4524124	-100.8455
64437.5	0.4408235	-101.5186
64500	0.4320781	-102.22
64562.5	0.4226108	-103.3353
64625	0.4181786	-104.0076
64687.5	0.409716	-103.8793
64750	0.4068914	-103.6658
64812.5	0.3952975	-104.4673
64875	0.3881489	-104.8577
64937.5	0.3837712	-104.7731
65000	0.3764695	-104.3551
65062.5	0.3712369	-105.2931
65125	0.3637352	-105.1519
65187.5	0.359732	-105.7019
65250	0.3535381	-106.3628
65312.5	0.346666	-105.709
65375	0.3435203	-104.7825
65437.5	0.3373227	-105.0805
65500	0.3280665	-105.1844
65562.5	0.3306557	-104.23
65625	0.3256931	-105.1739
65687.5	0.3239877	-105.0537
65750	0.317573	-104.5775
65812.5	0.3079027	-105.4715
65875	0.3066632	-104.9497
65937.5	0.3036927	-105.621
66000	0.2998598	-105.6591
66062.5	0.2952689	-105.3541
66125	0.2889922	-105.4363
66187.5	0.2864514	-104.8792
66250	0.2804658	-106.7001
66312.5	0.278665	-106.0492
66375	0.2752771	-106.5257
66437.5	0.2761627	-105.6222
66500	0.273536	-105.847
66562.5	0.2648782	-106.266
66625	0.2671055	-107.2688
66687.5	0.2606458	-106.4424
66750	0.2630462	-107.1152
66812.5	0.2578031	-106.7299
66875	0.2552087	-106.6158
66937.5	0.2481101	-107.2925
67000	0.2508659	-106.6863
67062.5	0.2490225	-106.6721
67125	0.2493414	-106.8299
67187.5	0.2432674	-106.0137
67250	0.240626	-106.4929
67312.5	0.2428746	-107.953
67375	0.2350631	-105.7182
67437.5	0.2407863	-106.5388
67500	0.2426275	-105.9686
67562.5	0.2338309	-105.9844
67625	0.23223	-107.6378
67687.5	0.230534	-106.4073
67750	0.2309607	-107.3295
67812.5	0.2255388	-106.9927
67875	0.2237473	-106.3236
67937.5	0.2194927	-107.4281
68000	0.2182165	-107.1649
68062.5	0.2188806	-106.8953
68125	0.2133295	-107.1838
68187.5	0.2143388	-107.7163
68250	0.2104279	-105.8645
68312.5	0.2086459	-106.8493
68375	0.2065436	-107.3529
68437.5	0.2085741	-107.4715
68500	0.2034269	-107.0427
68562.5	0.203926	-107.9385
68625	0.2028499	-107.4982
68687.5	0.2025908	-107.8787
68750	0.203079	-108.5991
68812.5	0.2009193	-108.5611
68875	0.1977025	-107.2224
68937.5	0.1976231	-107.2126
69000	0.194528	-108.4783
69062.5	0.1968864	-108.3052
69125	0.1943514	-108.9423
69187.5	0.1945863	-107.2815
69250	0.1888565	-108.3429
69312.5	0.1911863	-109.0271
69375	0.1907732	-108.6093
69437.5	0.1882079	-107.9686
69500	0.1904792	-107.8251
69562.5	0.1859368	-108.1184
69625	0.1857604	-108.3127
69687.5	0.1836717	-108.5607
69750	0.1857525	-108.6714
69812.5	0.1856579	-108.3335
69875	0.1824764	-108.0882
69937.5	0.1788246	-108.1018
70000	0.1775486	-108.6189
70062.5	0.178778	-108.6673
70125	0.1794961	-107.8963
70187.5	0.1804673	-108.5089
70250	0.1769931	-108.3333
70312.5	0.1766618	-109.2569
70375	0.1763426	-109.485
70437.5	0.1789489	-109.6513
70500	0.17702	-108.5253
70562.5	0.1754794	-108.7178
70625	0.174288	-109.6399
70687.5	0.1755413	-109.3458
70750	0.1749877	-109.3306
70812.5	0.1741445	-109.2684
70875	0.1738913	-109.0333
70937.5	0.1721005	-109.2085
71000	0.1694556	-109.3137
71062.5	0.1729731	-110.0257
71125	0.1714674	-109.643
71187.5	0.168643	-109.2433
71250	0.1677913	-108.7807
71312.5	0.1666346	-108.7522
71375	0.1680807	-109.5901
71437.5	0.1678305	-109.1105
71500	0.1673467	-109.0916
71562.5	0.164078	-109.0371
71625	0.1639366	-108.9459
71687.5	0.1623813	-110.0829
71750	0.1630358	-110.1344
71812.5	0.1633365	-109.3886
71875	0.1623005	-109.411
71937.5	0.1622131	-109.2402
72000	0.160995	-109.4411
72062.5	0.1605007	-110.1232
72125	0.1617085	-109.9126
72187.5	0.1628259	-110.1783
72250	0.1592162	-109.7063
72312.5	0.1611234	-110.0395
72375	0.1624529	-110.0477
72437.5	0.164113	-110.9619
72500	0.1627229	-111.0444
72562.5	0.161536	-109.8043
72625	0.1593953	-110.2005
72687.5	0.1571011	-109.901
72750	0.160072	-110.3924
72812.5	0.1607187	-109.6439
72875	0.158599	-110.392
72937.5	0.160525	-109.8325
73000	0.1575971	-109.7771
73062.5	0.1569236	-110.1874
73125	0.1602103	-108.7633
73187.5	0.1590616	-109.7772
73250	0.1573107	-109.5035
73312.5	0.1564359	-109.4759
73375	0.156113	-110.0297
73437.5	0.1589864	-110.225
73500	0.1565095	-109.8249
73562.5	0.1571727	-110.6722
73625	0.154306	-110.761
73687.5	0.1556233	-110.4634
73750	0.1561221	-110.3348
73812.5	0.1590879	-109.5978
73875	0.1572513	-110.0743
73937.5	0.1576232	-110.2392
74000	0.1560256	-110.9221
74062.5	0.1590979	-111.7607
74125	0.1593566	-110.4785
74187.5	0.1567667	-110.7274
74250	0.1561516	-111.8544
74312.5	0.1577514	-111.7038
74375	0.1573081	-110.454
74437.5	0.1579911	-111.4673
74500	0.158218	-110.5808
74562.5	0.1582764	-110.9705
74625	0.1550468	-110.9547
74687.5	0.1581451	-110.7979
74750	0.15883	-111.3237
74812.5	0.1591217	-110.8779
74875	0.1593858	-111.3733
74937.5	0.1595882	-111.3754
75000	0.1588534	-111.0728
75062.5	0.1595076	-111.9995
75125	0.159838	-111.5263
75187.5	0.1580069	-111.3517
75250	0.1579639	-111.3763
75312.5	0.1608649	-112.1554
75375	0.1605995	-111.7695
75437.5	0.1634419	-111.8143
75500	0.1618761	-111.6323
75562.5	0.1600586	-112.6743
75625	0.15992	-112.6362
75687.5	0.1592796	-111.8381
75750	0.1618302	-112.0919
75812.5	0.159849	-110.6929
75875	0.1606962	-110.5679
75937.5	0.1602183	-111.6488
76000	0.160451	-111.8413
76062.5	0.1616667	-111.2479
76125	0.1583273	-110.3578
76187.5	0.1587039	-110.2454
76250	0.159107	-110.4782
76312.5	0.1598581	-111.5613
76375	0.1585583	-110.483
76437.5	0.1579701	-111.1749
76500	0.1585732	-109.772
76562.5	0.1544472	-110.905
76625	0.1583939	-111.1662
76687.5	0.1557205	-111.3453
76750	0.1587674	-110.8815
76812.5	0.1578793	-110.5379
76875	0.1587001	-111.2083
76937.5	0.1578113	-112.0811
77000	0.1603062	-112.1285
77062.5	0.1613202	-111.7382
77125	0.1611379	-111.5078
77187.5	0.1624041	-111.8054
77250	0.1610563	-112.1387
77312.5	0.161567	-113.1021
77375	0.1637017	-112.6642
77437.5	0.163171	-112.4117
77500	0.1630265	-113.0088
77562.5	0.1633606	-112.2265
77625	0.1644413	-113.0601
77687.5	0.1647992	-112.203
77750	0.1648155	-111.4519
77812.5	0.1649083	-112.3038
77875	0.1634523	-112.0769
77937.5	0.1641897	-111.7376
78000	0.1624489	-111.4978
78062.5	0.1637755	-111.1618
78125	0.1635282	-111.1276
78187.5	0.162182	-111.3037
78250	0.1631097	-111.9717
78312.5	0.1629723	-110.6199
78375	0.164141	-111.5176
78437.5	0.1621974	-110.904
78500	0.1642348	-110.6312
78562.5	0.1653449	-111.6134
78625	0.1648984	-111.8716
78687.5	0.1639436	-111.8146
78750	0.1643296	-111.2377
78812.5	0.1639888	-112.0832
78875	0.1628733	-111.5936
78937.5	0.1658308	-112.0696
79000	0.1670972	-111.7865
79062.5	0.1665202	-113.3192
79125	0.1653635	-112.4269
79187.5	0.1631957	-112.6215
79250	0.164988	-111.4272
79312.5	0.164175	-111.9804
79375	0.1655253	-111.575
79437.5	0.1672855	-111.433
79500	0.1661653	-111.672
79562.5	0.1667515	-111.3738
79625	0.1654837	-111.6529
79687.5	0.1644718	-111.0846
79750	0.1651998	-111.548
79812.5	0.1664096	-110.8748
79875	0.1672251	-110.4687
79937.5	0.1656496	-109.5052
80000	0.1648032	-108.9577
80062.5	0.1617189	-109.3727
80125	0.1647499	-108.6754
80187.5	0.1632698	-108.8679
80250	0.1609711	-107.6854
80312.5	0.1619731	-107.0187
80375	0.1605854	-106.2956
80437.5	0.1623972	-104.8541
80500	0.1606633	-104.3167
80562.5	0.164546	-100.8806
80625	0.1699053	-100.5396
80687.5	0.1753992	-98.82236
80750	0.1796856	-99.54626
80812.5	0.1858797	-99.83789
80875	0.1860166	-101.3799
80937.5	0.1904064	-101.9148
81000	0.1863446	-101.68
81062.5	0.1849483	-101.8012
81125	0.1853742	-100.7194
81187.5	0.1815387	-98.7065
81250	0.187612	-96.52934
81312.5	0.1890331	-93.21082
81375	0.1932439	-89.50346
81437.5	0.2119512	-86.62814
81500	0.2336616	-84.57358
81562.5	0.2630756	-86.71608
81625	0.2845764	-90.21732
81687.5	0.2999943	-95.76918
81750	0.3054483	-99.41041
81812.5	0.307564	-103.5077
81875	0.3028333	-106.3395
81937.5	0.2967662	-108.6664
82000	0.2937598	-109.9764
82062.5	0.2841543	-111.3072
82125	0.2865064	-112.0517
82187.5	0.2829503	-112.2994
82250	0.2795877	-113.1533
82312.5	0.276423	-113.6004
82375	0.2758819	-114.1415
82437.5	0.2762139	-114.1649
82500	0.2778463	-114.776
82562.5	0.2735139	-114.2915
82625	0.2766671	-115.5449
82687.5	0.2748652	-114.9589
82750	0.2761514	-115.4431
82812.5	0.2711746	-115.6815
82875	0.2698211	-115.4279
82937.5	0.2729118	-116.4597
83000	0.2733414	-115.8844
83062.5	0.2706411	-116.2341
83125	0.272083	-115.9512
83187.5	0.2727154	-115.9819
83250	0.2692487	-116.8086
83312.5	0.2714248	-116.9587
83375	0.2751908	-116.6387
83437.5	0.2771208	-117.1494
83500	0.2771437	-116.7526
83562.5	0.2771003	-117.5612
83625	0.2769983	-117.3936
83687.5	0.2811698	-117.5738
83750	0.2812019	-116.8476
83812.5	0.2821097	-117.4942
83875	0.2848265	-117.1469
83937.5	0.2870871	-117.5314
84000	0.2879571	-117.4957
84062.5	0.2899565	-117.3441
84125	0.2911121	-117.7851
84187.5	0.2904076	-117.8199
84250	0.2938333	-117.7488
84312.5	0.2921881	-117.8549
84375	0.2969633	-117.7982
84437.5	0.2955277	-117.7786
84500	0.2991394	-117.5841
84562.5	0.3039523	-118.2183
84625	0.3026207	-118.9995
84687.5	0.3071279	-119.3089
84750	0.3061237	-119.4151
84812.5	0.3088717	-119.1795
84875	0.3091868	-119.8407
84937.5	0.3095399	-119.9527
85000	0.3168107	-119.873
85062.5	0.3143162	-120.5604
85125	0.3177444	-120.0788
85187.5	0.320239	-121.1173
85250	0.3178861	-121.0964
85312.5	0.3223789	-120.6649
85375	0.3256787	-120.4642
85437.5	0.3271374	-120.664
85500	0.3264984	-120.507
85562.5	0.3280724	-120.7713
85625	0.3315841	-121.2897
85687.5	0.3362477	-120.4908
85750	0.3391242	-121.1601
85812.5	0.3400947	-121.056
85875	0.3436805	-121.5726
85937.5	0.3429567	-121.3505
86000	0.3438974	-121.5544
86062.5	0.3457795	-121.7947
86125	0.3516481	-121.5365
86187.5	0.3537852	-122.0753
86250	0.3558998	-121.8513
86312.5	0.3593085	-121.5417
86375	0.3588529	-122.0662
86437.5	0.36505	-121.8634
86500	0.3642509	-122.7547
86562.5	0.3698803	-122.9939
86625	0.3739245	-122.821
86687.5	0.3742431	-122.771
86750	0.3803898	-122.686
86812.5	0.3858351	-123.1674
86875	0.3881893	-122.3455
86937.5	0.3865873	-122.8245
87000	0.388951	-122.9156
87062.5	0.3969788	-123.0682
87125	0.3974209	-123.2806
87187.5	0.398128	-123.388
87250	0.4005492	-123.2204
87312.5	0.4036677	-123.2071
87375	0.413226	-123.447
87437.5	0.4110363	-123.8454
87500	0.4183238	-123.4578
87562.5	0.4243512	-124.533
87625	0.4259749	-124.0587
87687.5	0.4234758	-124.1386
87750	0.4323184	-125.1488
87812.5	0.4320759	-124.3802
87875	0.4370493	-125.1553
87937.5	0.4454322	-124.7028
88000	0.4479944	-124.9132
88062.5	0.4444869	-125.0786
88125	0.456335	-124.9885
88187.5	0.4623483	-124.7722
88250	0.4680898	-124.9519
88312.5	0.467319	-124.5444
88375	0.4719116	-125.5992
88437.5	0.4789707	-125.5027
88500	0.4836848	-125.9104
88562.5	0.4906706	-125.3456
88625	0.4944769	-126.2431
88687.5	0.5031286	-126.2423
88750	0.5073981	-126.1034
88812.5	0.5090416	-126.0192
88875	0.5131366	-127.1052
88937.5	0.5181599	-126.2226
89000	0.5259538	-127.0129
89062.5	0.5288865	-126.8607
89125	0.5436524	-126.5807
89187.5	0.5463091	-127.4532
89250	0.5499818	-127.0518
89312.5	0.5633026	-127.4092
89375	0.5636329	-127.6503
89437.5	0.5719314	-127.1096
89500	0.5788999	-127.6517
89562.5	0.5853375	-127.5097
89625	0.592113	-127.7416
89687.5	0.5966769	-127.7446
89750	0.603505	-128.34
89812.5	0.6176827	-128.3354
89875	0.6181009	-128.4644
89937.5	0.6250951	-128.9211
90000	0.6377624	-128.9872
90062.5	0.6507295	-128.6586
90125	0.648797	-128.8546
90187.5	0.663403	-129.1389
90250	0.6663347	-129.1976
90312.5	0.6819832	-129.6818
90375	0.6859592	-129.5359
90437.5	0.7017311	-129.3797
90500	0.7132458	-130.2075
90562.5	0.7176543	-130.6015
90625	0.7377698	-130.785
90687.5	0.7383372	-131.2011
90750	0.7605347	-131.4048
90812.5	0.7725201	-131.5382
90875	0.7863623	-131.9682
90937.5	0.7936415	-131.7896
91000	0.8194874	-131.802
91062.5	0.8232688	-132.23
91125	0.8332198	-132.8289
91187.5	0.8468657	-132.9418
91250	0.8625597	-133.6306
91312.5	0.8778589	-133.7728
91375	0.8928266	-133.8225
91437.5	0.8961213	-134.4675
91500	0.9131916	-135.0484
91562.5	0.9257413	-135.1038
91625	0.9397837	-135.4081
91687.5	0.9573576	-136.0302
91750	0.972625	-136.2346
91812.5	0.97826	-137.1245
91875	1.001828	-136.9942
91937.5	1.009604	-137.3037
92000	1.024319	-137.4211
92062.5	1.052316	-136.9641
92125	1.07065	-137.386
92187.5	1.092818	-137.383
92250	1.121134	-136.9014
92312.5	1.144651	-137.3185
92375	1.157907	-137.0578
92437.5	1.202914	-137.2205
92500	1.219321	-137.2059
92562.5	1.257386	-137.441
92625	1.290086	-137.6932
92687.5	1.319406	-138.2917
92750	1.372599	-138.3573
92812.5	1.405944	-139.1463
92875	1.435518	-139.2545
92937.5	1.478115	-140.073
93000	1.528267	-140.311
93062.5	1.579163	-141.2038
93125	1.629078	-141.0872
93187.5	1.684011	-142.1494
93250	1.744236	-142.8673
93312.5	1.803217	-143.6397
93375	1.878507	-144.3002
93437.5	1.966597	-145.3602
93500	2.019048	-146.0754
93562.5	2.097717	-147.6214
93625	2.165832	-148.5475
93687.5	2.279708	-150.0012
93750	2.348047	-151.0418
93812.5	2.462386	-152.1588
93875	2.542747	-153.6461
93937.5	2.678002	-155.0929
94000	2.772288	-156.8741
94062.5	2.905298	-158.9143
94125	3.010855	-161.1018
94187.5	3.142125	-163.1375
94250	3.27624	-164.7333
94312.5	3.429807	-167.5396
94375	3.607877	-169.4706
94437.5	3.786243	-172.2234
94500	4.029841	-176.0162
94562.5	4.227141	179.8691
94625	4.435698	175.9618
94687.5	4.582139	170.9522
94750	4.718411	165.2343
94812.5	4.832578	160.5532
94875	4.899772	154.7948
94937.5	4.839956	149.6415
95000	4.833414	144.7074
95062.5	4.697456	139.8204
95125	4.618836	135.5119
95187.5	4.463023	130.485
95250	4.331286	126.8263
95312.5	4.189897	123.7037
95375	4.061741	119.0301
95437.5	3.876469	115.7469
95500	3.686324	113.1391
95562.5	3.572392	110.1953
95625	3.438095	107.7478
95687.5	3.283944	105.3019
95750	3.153172	103.1143
95812.5	3.063506	101.666
95875	2.905057	99.87567
95937.5	2.7936	98.35073
96000	2.713138	96.41109
96062.5	2.622889	95.04494
96125	2.526131	94.05318
96187.5	2.448706	93.49408
96250	2.36037	91.91826
96312.5	2.267997	91.2156
96375	2.216067	90.24184
96437.5	2.163048	89.50487
96500	2.085875	89.03532
96562.5	2.01969	88.47705
96625	1.971393	86.63926
96687.5	1.908501	86.51127
96750	1.859394	86.60854
96812.5	1.816271	86.34903
96875	1.767199	85.47973
96937.5	1.725986	85.03352
97000	1.701858	84.16386
97062.5	1.681381	84.33538
97125	1.64003	83.88069
97187.5	1.631276	83.6957
97250	1.592322	83.09581
97312.5	1.578346	82.71327
97375	1.548043	81.96211
97437.5	1.537669	81.92406
97500	1.507682	81.21971
97562.5	1.489266	81.12821
97625	1.47876	80.57196
97687.5	1.440049	80.14639
97750	1.419284	79.32146
97812.5	1.406807	79.05799
97875	1.379258	78.26589
97937.5	1.36541	77.72122
98000	1.331191	77.18276
98062.5	1.314559	76.76697
98125	1.29223	76.29102
98187.5	1.26208	75.88963
98250	1.246667	75.52831
98312.5	1.220653	75.19955
98375	1.219979	74.62869
98437.5	1.190114	74.54282
98500	1.174214	74.63656
98562.5	1.151775	73.91006
98625	1.140003	74.26418
98687.5	1.139619	73.8941
98750	1.116341	73.44689
98812.5	1.112387	73.7063
98875	1.093536	73.32986
98937.5	1.078729	73.52276
99000	1.082219	73.12132
99062.5	1.06741	72.80152
99125	1.057222	73.03266
99187.5	1.039726	73.01775
99250	1.033138	73.05868
99312.5	1.027855	71.85197
99375	1.00992	71.98978
99437.5	1.005558	71.98605
99500	0.9856125	71.60532
99562.5	0.984279	70.97482
99625	0.9885235	70.86198
99687.5	0.9712216	70.33596
99750	0.9703719	70.52866
99812.5	0.9549122	70.20046
99875	0.9509655	69.82729
99937.5	0.9387606	70.38516
100000	0.9357597	69.63087
100062.5	0.9351711	69.53783
100125	0.926276	69.68425
100187.5	0.9128297	68.77425
100250	0.9059603	69.08115
100312.5	0.9038841	68.66177
100375	0.8907638	68.90554
100437.5	0.8858183	68.44301
100500	0.8742752	68.53517
100562.5	0.8679373	68.33707
100625	0.8687066	68.47926
100687.5	0.8641865	67.65562
100750	0.8569743	67.86565
100812.5	0.8506804	67.88961
100875	0.847946	67.62271
100937.5	0.8388459	67.24744
101000	0.8259931	66.99576
101062.5	0.8357515	67.10159
101125	0.8271331	66.69545
101187.5	0.8236573	67.23427
101250	0.8141661	67.08488
101312.5	0.8145022	67.31523
101375	0.8192365	67.38166
101437.5	0.8095802	66.80283
101500	0.8157949	66.98753
101562.5	0.8073443	66.64884
101625	0.8077686	66.66428
101687.5	0.8006628	67.07705
101750	0.805075	66.60514
101812.5	0.7917104	66.31969
101875	0.794646	66.26569
101937.5	0.7843751	65.80368
102000	0.7845961	65.28928
102062.5	0.7803686	65.29274
102125	0.78014	65.30505
102187.5	0.7780274	64.5871
102250	0.7847172	64.71249
102312.5	0.786708	64.35754
102375	0.7725331	64.78077
102437.5	0.7704061	63.88287
102500	0.7793791	64.14608
102562.5	0.774028	64.0831
102625	0.7679369	64.05498
102687.5	0.770004	63.45097
102750	0.7765278	63.91321
